,acc,loss,val_acc,val_loss,title,sample_size,batch_size,train_test_ratio,training_set_size,validation_set_size,vocab_size,nb_epochs,training_duration_in_secs
0,0.9987199902534485,0.005465252992585302,0.9993600249290466,0.00410617946088314,Opti-NN-Optimise with K-folds - No dropouts,9375,64,0.3333333333333333,6250,3125,1000,5,50.14229774475098
