,acc,loss,val_acc,val_loss,title,sample_size,batch_size,train_test_ratio,training_set_size,validation_set_size,vocab_size,nb_epochs,training_duration_in_secs
0,0.7572266459465027,0.5005430959383647,0.8384000062942505,0.3792163186454773,Opti-NN-Train NN 50 - 10 - 1,12500,64,0.25,9375,3125,1000,20,34.61268210411072
