,acc,loss,val_acc,val_loss,title,sample_size,batch_size,train_test_ratio,training_set_size,validation_set_size,vocab_size,nb_epochs
0,0.7691487073898315,0.4900452455707214,0.8390951752662659,0.3907709882280229,Opti-NN-Optimise with K-folds - Low dropout on 1 layer - fold 3,7030,64,0.3333333333333333,4686,2343,1000,5
