,acc,loss,val_acc,val_loss,title,sample_size,batch_size,train_test_ratio,training_set_size,validation_set_size,vocab_size,nb_epochs
0,0.8928952217102051,0.27566380285367237,0.8356807231903076,0.39957397585997867,Opti-NN-Optimise with K-folds - No dropout - fold 1,7030,64,0.3333333333333333,4686,2343,1000,5
