,acc,categorical_accuracy,loss,val_acc,val_categorical_accuracy,val_loss,title,sample_size,nb_epochs
0,0.9347199999809265,0.9347199999809265,0.17858006885528566,0.8922400000190734,0.8922400000190734,0.2707451081609726,Keras CNN with pretrained embedding,50000,2
