,acc,loss,val_acc,val_loss,title,sample_size,batch_size,train_test_ratio,training_set_size,validation_set_size,vocab_size,nb_epochs
0,0.8632387518882751,0.34320855487224666,0.8390951752662659,0.37690515816847686,Opti-NN-Optimise with K-folds - Low dropout on 2 layers - fold 2,7030,64,0.3333333333333333,4686,2343,1000,5
